id,source,AG98_wtpct,AG22_wtpct,AG23_wtpct,SodaF_wtpct,PotashF_wtpct,Crushing_wtpct,ETP_wtpct,NaSil_wtpct,MOR_MPa,WA_pct,Shrinkage_pct,press_bar,dryer_time_min,kiln_time_min,kiln_temp_C,calorific_NG_Kcal_Nm3,dryer_temp_C,gas_Nm3_per_m2,green_length_mm,green_width_mm,green_thickness_mm,green_weight_g,fired_length_mm,fired_weight_g,cost_Tk_per_kg,CO2_kg_per_kg
15,synthetic,17.575285646158573,2.883947635851404,14.680217850244816,42.66994588552342,16.152254723074126,2.0673659290884934,2.4786067660033417,1.4923755640558372,51.96980512770994,1.2636045493950818,10.897869029204012,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.64290082500771,0.09716016070057462
16,synthetic,18.308306315838806,3.060486593310565,10.472333340307577,41.76619065662273,20.22752727944318,2.393690773884297,3.0304944655871573,0.7409705750056848,53.734994847555626,1.2669724825458262,11.029016875947308,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.4114854654712845,0.09358937075092663
17,synthetic,16.551618364500474,3.6661072573617663,14.859132130304836,41.45712174411178,18.505188303416396,2.215846253826876,2.0153299164790215,0.7296560299988553,53.00188295261528,1.1570723646466277,10.79516273857686,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.510612623672439,0.09355743139718989
18,synthetic,19.020622630911312,3.5731106944237023,13.694920019577708,41.69041468877847,15.917404260901193,2.185630705475517,3.0203188061071584,0.8975781938249406,49.52660765572327,1.3826347347166654,10.76518744910347,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.491121221576275,0.09748599754979034
19,synthetic,16.5047434589047,3.2328760680273,13.314321063817912,39.28687850596873,21.68936279932879,2.4296693403230827,3.0172892722432296,0.5248594913862563,47.759384972558415,1.2182453795073913,10.571793016008261,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.320581748483936,0.09349884739506643
20,synthetic,19.665116108001058,3.706541373419456,12.336908007776458,38.32184817874718,20.493344144765313,2.026755175965482,2.1200583964423085,1.3294286148827363,53.58966304107267,0.9912973115354942,10.413277713169572,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.538833929659512,0.095019745545953
21,synthetic,18.98408544162581,2.8489611129496506,12.653847952995267,39.393396874518906,19.242110744900074,3.3016084306640168,2.663417873072598,0.9125715692736803,52.87740967642309,1.590996620452937,10.585313009719854,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.361708425416541,0.10064718556709118
22,synthetic,16.870920217035913,3.138823129560265,13.25965512789987,39.968035897879155,21.072434422266273,2.6808453231144496,2.272623519246494,0.7366623629975811,50.72034198010578,1.439523816641059,10.50963371492285,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.40584723735894,0.09455335829778189
23,synthetic,16.589955484760246,3.2567893555333454,14.375024711173044,39.818703346098154,20.95792138775544,2.065212593019188,2.1996482505561765,0.736744871104396,49.19778728685016,1.2665288164251822,10.943771462407568,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.45413886006772,0.09188001299097266
24,synthetic,19.1672927689428,2.5779427996976563,14.62420934509031,40.1989115289065,15.693791991059129,3.265362427396629,2.992918458320379,1.4795706805865927,50.92053060456621,1.3510092537561382,10.700794142328844,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.4727928222575635,0.10552751272336952
25,synthetic,19.01012940136797,3.669216311156993,13.21241637997774,37.849537403097855,20.452974482046905,2.2018283126197207,2.589674839542401,1.0142228701904146,53.79809930608833,1.2343523904660076,10.50162628693618,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.433529794141203,0.09579350895953062
26,synthetic,19.287860720612787,3.194199048390274,11.925447480501767,40.584232349511026,19.47694289865977,2.399694976251269,2.1537452520493527,0.9778772740237458,54.79049317316765,1.0588454332031856,10.980263256365708,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.4963010868363105,0.09499821478319596
27,synthetic,16.484382372856427,3.923286890073011,14.58174009769089,40.214137076185466,18.36637299810055,2.4925418075070334,2.5889782688130034,1.3485604887736247,50.144817488400896,1.299608432973854,10.62375750383496,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.533485913468008,0.09843842814001882
28,synthetic,18.26293670280051,3.7065877419206164,12.663611380328701,39.993420277136096,19.430423404873345,2.4322334212736925,2.80838247854132,0.7024045931257183,49.894817343864425,1.1347105955251082,10.763888944892333,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.400020472292458,0.0955452667241711
29,synthetic,18.473990644092492,3.791078602488841,10.66051418650772,42.24833435085053,19.300658183793438,2.142643622344902,2.7982871910985696,0.5844932188235202,54.33977888112896,1.3157220273562986,10.990201132671231,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.445803916570549,0.09226563677832952
30,synthetic,19.730135314086652,2.880075030758781,12.950379476791547,42.59644619940152,15.665344382950808,2.924248550036182,2.188420434502068,1.0649506114724419,53.68122246650823,1.1463259571534727,11.061583842747654,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.534029963929139,0.1000021184370015
31,synthetic,17.86215257016925,3.198977729471841,12.613158877565613,39.13841803932349,20.347463730046115,3.1988670747681,2.541368537132972,1.0995934415226123,51.952637950144684,1.7605169529766294,10.592965887100608,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.40020273304004,0.09969127041677474
32,synthetic,18.356157066542963,3.0004566374923574,14.491832736807678,38.19297491854365,20.337725029494564,2.4058024113652636,2.4006112195492593,0.8144399802042629,50.25236177003337,1.4858759573637015,10.663440344482419,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.398611047191882,0.09576142639425882
33,synthetic,15.788058243124999,2.7216750588132874,14.68063731687872,42.31367404182759,18.065328260391272,2.5749797341661145,2.802654279545116,1.0529930652528998,51.904894282952576,1.2056830855218414,10.9917273571996,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.490189513704608,0.09686552359151379
34,synthetic,19.68069993419231,3.6704522408640883,12.396847820622702,38.896805452960784,17.634516314365783,3.479947317386483,2.7895362596040076,1.451194660003841,49.668717112146055,1.2541099514699505,10.462274274574995,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.44223903278772,0.10523533992952086
35,synthetic,17.271589809208734,3.7380992667944817,11.47679512672045,42.88964600798234,18.209836572589857,2.6634711906018396,2.3321201305867407,1.4184418955155542,53.98384067294921,1.1856225069439013,10.743961485004972,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.598938917859304,0.09726725027793992
36,synthetic,19.995523652371194,3.4985271041598054,13.250625077793984,41.50396146687509,15.63308508888893,3.3455500983449378,2.0318994535249164,0.740828058041147,49.14007694231312,1.0735805496635797,10.614303891330886,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.450481522764607,0.10163215498527851
37,synthetic,15.715109375833174,3.6651519110383277,10.99102113606449,42.72463761248372,21.374467589916197,2.984403558991235,2.039778981544166,0.5054298341287005,53.148062506534906,1.1214725461491617,10.779315468723356,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.420015606017118,0.09257933519931252
38,synthetic,19.6389771508614,3.658162598656571,13.490603919893186,37.43928384958396,20.86586153058768,2.0602269493205996,2.221960321790961,0.6249236793056431,49.391627609063505,1.2767693697046985,10.672705145050323,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.39418312927916,0.09344324187420744
39,synthetic,17.522654950964935,3.6177821924932667,13.150059222881993,39.01764175466704,20.957917698333546,2.232819488661636,2.808083201128678,0.6930414908689041,52.00952938473321,1.3269017274376165,10.604608365936521,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.381731380710391,0.09381113630491333
40,synthetic,16.353793756589003,3.564857045921956,14.901023924493408,40.59747914016875,19.280805241839488,2.0817504724869433,2.677939866920286,0.5423505515801671,51.53570646793928,1.3624871719042408,10.868744858723677,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.419570048011788,0.09299722228107873
41,synthetic,18.92040474170704,3.454612513161665,12.862065749793187,41.918474420771894,16.015911782655348,3.4190366803371424,2.3314768957661895,1.078017215807542,50.70143998819205,1.3190208478649021,10.60490073831772,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.4843204144573265,0.10263291323464224
42,synthetic,18.498879722945333,3.473849732867963,14.702972048477593,41.10408989930083,16.039072929440405,2.762529107670413,2.4444378298148424,0.9741687294826181,52.391530337162806,1.4651201477563596,10.679271551713258,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.490742621340849,0.10003373345382162
43,synthetic,17.370663375450853,2.8383893023063163,12.862289665610579,41.05007469500088,18.960403303023448,3.053003271665557,2.712743330421331,1.1524330565210317,54.24855247967865,1.1505644150714827,10.837409109898244,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.449032504574182,0.09931724975499208
44,synthetic,16.581070759120216,3.681148332978931,12.745721917998397,42.6236505897296,18.019927366259232,2.9390187214115855,2.39672306789528,1.0127392446067582,52.327088746512196,1.2733539325483563,10.925470531433396,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.505010569659061,0.0977617485904725
45,synthetic,18.683528442411102,3.8296043300855613,14.605285986475959,37.8814299490504,18.525430476281695,2.7804126721108537,2.8798574518402202,0.8144506917442013,50.97073209002028,1.502552207984455,10.488549816162632,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.3579421746163565,0.1000750401022844
46,synthetic,16.67065020250773,2.759491667787391,11.569466849009945,42.51308025773191,20.1988479670756,2.0220242653401064,2.9098907669727554,1.3565480235745582,52.84321776579416,1.512234730712811,10.830020204379684,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.557978244901512,0.0930833693387834
47,synthetic,18.86052445677293,2.9664422648811493,13.438325245830463,38.99939578836144,19.93784455838809,2.5817625427454747,2.7049774980447756,0.5107276449756762,52.404274526576884,1.1972112051339638,10.801459213122097,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.332554758538451,0.09577657232351458
48,synthetic,19.19534865440857,3.985482496489409,10.707979442843873,42.041226654909266,18.137719292780456,2.5888590737628796,2.0880542120108037,1.2553301727947446,55.87411965874769,1.3069200199816657,10.683505478568087,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.581327074467532,0.09687107711501959
49,synthetic,18.187943502392294,3.4737235752014115,13.351016276756775,39.11703613110309,20.340321133276703,2.087162722582171,2.4032692234258737,1.0395274352616788,50.28967297448624,1.5670569594191113,10.738977026323978,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.481285729185251,0.0942844330176449
50,synthetic,16.69228241648663,3.7667183099307797,12.41286254293647,39.504897454043515,20.380393126215655,3.2780232753217535,2.555270631193848,1.40955224387135,51.09307152979512,1.4758606913272907,10.64954064620345,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.4594062511211465,0.10070020447179799
51,synthetic,17.935619702684903,3.7754114482505825,11.702953977957621,42.283149405692406,18.491718709720395,2.7971165615068667,2.1154776874856775,0.8985525067015406,54.17250192454445,1.4947014133899967,11.131366017832182,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.506297382615534,0.09623200412604743
52,synthetic,19.58668836275838,3.4462483605471137,10.887532912184838,42.96537049726592,17.371989449267236,2.2874045144940496,2.02730544497843,1.4274604585040267,53.73310590141976,1.5279898069492612,11.030407454858192,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.650567712909961,0.09601148863807418
53,synthetic,18.910025853690886,3.8002021573928895,10.570520355918186,40.16970747061571,20.12689452095651,2.660133049291053,2.6084141826524028,1.1541024094823569,50.68417974689157,1.6743581094175422,10.772173905022,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.470500649243442,0.0969030089402683
54,synthetic,19.84907558352785,3.976867122147437,11.441141227439527,38.466654355608306,20.136274482065414,3.124975306902903,2.3811421474443537,0.623869774864221,52.35335133795033,1.37922953268937,10.501378352273754,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.33702888169091,0.09844816475755867
55,synthetic,15.204734801428598,3.6660146912937677,12.448498709084529,40.097225748262865,21.898781186464483,2.6974601842904793,3.0757086769812245,0.9115760021940599,51.62376958534305,1.5947232560751743,10.692522354580404,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.381126629734772,0.095140841615819
56,synthetic,18.968410752799862,2.6272289084677483,12.777308550688819,38.18376865143332,20.61441850890007,3.387052500829833,2.904841399679175,0.5369707272011742,48.1717521305539,1.3039842741365966,10.786872341611325,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.241103827991698,0.09971102188810467
57,synthetic,19.263905648159565,3.0220471351142715,14.266723355720298,40.25777880157112,17.09260555783234,2.8854803763247237,2.4366340745226176,0.774825050755067,51.488063958731814,0.993963725333201,10.904098617496613,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.4194086173328415,0.09956747691281549
58,synthetic,19.432787810859345,2.781390522909237,10.424057956178816,42.50489828212995,17.393488569819624,3.0764587214623513,2.88817476657391,1.498743370066765,54.024332822839774,1.3182563163429313,10.917102970877925,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.528746240590461,0.10114321305701139
59,synthetic,17.704283184724755,2.9268113126677378,14.484983993864976,41.72071424365259,16.645679818164616,2.4880140957750156,2.9999712958652434,1.0295420552850723,53.75648065076716,1.1978809281479552,10.977076602647177,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.480017499122363,0.09849487460843068
60,synthetic,18.71158974708988,3.386117191245649,13.267196045047475,42.16717273760426,17.09568304060378,2.3620580924399945,2.354741581885532,0.6554415640834225,53.214776611274424,1.3701980138664154,10.98991247238744,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.4832697053997705,0.095260509352374
61,synthetic,19.371571826454037,2.924870399875171,12.807446972071922,37.71807146851634,20.543820975989618,3.1757361640635704,2.482224884442612,0.9762573085867257,50.432459352482645,1.5499788612228607,10.412283505247657,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.353017418688631,0.10002587739296893
62,synthetic,15.509470786572724,3.4793831898459975,14.776747140939055,41.496614144350595,18.58912445010078,2.6494587393016507,2.0394270265599794,1.4597745223292202,49.83472819925106,1.4037536078400181,10.904525133674777,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.596137375898816,0.09767588041628752
63,synthetic,17.44751003253604,2.9996412415159566,12.156635100732249,40.56146626448273,20.46406796268609,3.2618055593224344,2.286383397756775,0.8224904409677298,52.455909254296365,1.4085058113310613,10.758489259431652,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.391621748277141,0.09765041504616011
64,synthetic,19.247176665448897,2.5071120893678107,14.266847296711834,38.1951924455858,19.33383360498882,2.2441152291574364,2.8502311269488123,1.3554915417905857,52.266881689335875,1.3428490542249525,10.462536704386945,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.467423540577428,0.0981799880119826
65,synthetic,16.271317418770785,3.8781905213540213,12.27228715149329,41.16641039529896,19.22397118033325,3.4769743004264653,2.3976896865031194,1.3131593458201127,51.00805897396306,1.6638788033550491,10.549631642605846,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.482565697482308,0.10103859708751309
66,synthetic,19.48651099877047,3.8205704501915383,12.681002065556877,39.099452214304435,19.352544209025297,2.4097807872513144,2.0555716660092056,1.0945676088908645,51.97132049680178,1.0051601451371515,10.62435210868039,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.503157953072505,0.09654153945049689
67,synthetic,16.268322532809144,3.4161551998531277,12.767704200448058,42.89293702756887,17.77316550041474,3.0164311453996913,2.7983465981869773,1.0669377953193868,51.83300293295086,0.9408043502556294,10.973875024994316,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.4838354152065305,0.09877798689628405
68,synthetic,18.79211118592377,3.9751256139894062,12.096361939504025,40.61975360148485,18.602081363198717,2.01870481691182,2.8756314119414164,1.0202300670459938,50.9198051081075,0.8741919458258542,10.885560177375465,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.497669168752547,0.09504912853498976
69,synthetic,17.039807151802826,2.6411079446340935,14.448282108376986,41.45601851604237,17.765050680283895,3.0238723973138306,2.1643115720049657,1.4615496295410324,54.3646170035891,1.6047977117607783,10.894284364135581,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.554637378713218,0.10039543357467046
70,synthetic,15.892208809109155,2.7993129893492354,14.29491430278857,39.556987696919435,21.388079208993517,2.3182211112849522,2.516780976992311,1.2334949045628298,51.70901632332192,1.582284191970827,10.896604051923703,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.48140073437529,0.09467429752806915
71,synthetic,19.391828669054007,3.0685790425559576,12.585097434247146,37.734586053855345,20.192014873638144,3.096703964979193,2.8612561430286934,1.0699338186415264,52.16409499347591,1.178600127938052,10.495428414325714,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.352238547090925,0.1007176540758346
72,synthetic,15.523075484023876,3.85595993631706,14.327862696605141,40.08818864768727,20.58668205072833,2.1497937157410942,2.224837103789572,1.243600365107652,52.73684286750886,0.917571310155731,10.770360744558856,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.546055789846872,0.09400461410413014
73,synthetic,15.115700472909733,3.9688369505609193,11.885723401778403,42.40996944061836,20.035187735835766,3.331356632732065,2.4340928769650905,0.819132488599666,56.04804289735026,1.4274075783655835,10.982868685629944,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.428379169412211,0.09715139583257733
74,synthetic,18.043705644491233,3.371484060622076,12.045699888123986,40.71246859829911,19.21242329107396,3.4030720543497424,2.5144042822892563,0.6967421807506313,51.863705602189036,1.3068258587623933,10.832237144147234,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.36230682045442,0.09931469395844501
75,synthetic,16.217983726793037,2.6483867576572333,13.76752281500129,40.873621255135006,21.167252363425092,2.417170035307232,2.2222969118100258,0.6857661348710872,51.27615744259135,1.1596280397549248,10.999067725783284,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.42959427215695,0.09235068979527918
76,synthetic,19.92284304125377,3.9735500246567987,14.764995663839908,40.24135454964953,15.502754983520191,2.206690303891708,2.334913179123636,1.0528982540644614,54.37583435937439,1.1571687164710296,10.616461873363344,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.544144934200199,0.09879770871540178
77,synthetic,19.259665788973994,3.3763417900918276,13.675647137598167,40.353880854720195,17.07223004037018,2.5568789556324156,2.445340460869187,1.260014971744035,51.53690268453732,1.4023530709581513,10.733875218780836,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.527904202234624,0.0994947174415615
78,synthetic,18.86176493837284,2.8102202912710474,14.707694283690495,41.55657497955827,15.844587362105806,3.3441831236354456,2.1104352102147903,0.7645398111513111,53.97870214923364,1.3452511861464087,10.986582778512394,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.439835372253037,0.10153438882367453
79,synthetic,19.232392680339785,2.769238108519131,12.06783965654985,41.28102162457574,18.14901509960888,2.3678884595348144,2.7812697214695854,1.3513346494022038,52.71346660591842,1.467367065696766,10.781945052805153,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.533199396804164,0.0975006336694279
80,synthetic,19.37287569927786,3.0089832186048415,12.654251971439072,42.24045105134881,16.73884482705956,2.367194752325218,2.1773794691371164,1.4400190108075148,55.95887768294129,1.42645320826885,11.053815430148173,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.6221996481966805,0.09777130555323638
81,synthetic,19.4399441430279,3.6660380699915383,12.588307606438645,39.55204837305257,18.434255408583102,2.794618499273747,2.5902248149347984,0.9345630846976903,48.92104285723168,1.1838477916872225,10.77401168996827,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.425996696900837,0.09899982935129369
82,synthetic,15.658774164460338,2.688495779302804,14.761248579228416,41.853106755025145,18.374215317104454,3.4298082873577833,2.179934565481121,1.0544165520399336,53.00107079210647,0.879268393068085,11.00383275684498,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.462768980668429,0.10012120102110175
83,synthetic,17.325070659946366,3.1006768678679175,12.659430456730341,42.97949026706286,16.31067261230739,3.4829058477793646,2.900138655574249,1.2416146327315154,51.34951372520943,1.5427037257385992,10.929600470730232,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.480506761278565,0.10296304604140781
84,synthetic,17.343796485069763,2.729315683189504,14.603329291367839,42.18758795916783,17.38970947167209,2.0751600345454007,2.3766440444916914,1.2944570304958845,52.81561843035355,1.523760995389172,10.870430282852341,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.596579801335871,0.0956031549426747
